,Date,PMI,NMI,Consumer_sen,building_permits,Unemployment,Non_Farm,Initial_Claims,Continuing_Claims,SnP500,VIX,Net_Export,int_spread,Real_GDP,GDP_Growth_Rate
338,1976-04-30,60.6,,,1132.0,7330.0,79292.0,370250.0,2872250.0,101.92952380952381,,,2.74,,
339,1976-05-31,58.8,,83.3,1194.0,7053.0,79312.0,391600.0,2941000.0,101.162,,,2.61,,
340,1976-06-30,58.2,,,1188.0,7322.0,79376.0,393750.0,2989500.0,101.76681818181818,,-0.496,2.38,5932.711,3.0
341,1976-07-31,55.9,,,1245.0,7490.0,79547.0,390800.0,2995800.0,104.20095238095237,,,2.52,,
342,1976-08-31,54.5,,89.7,1309.0,7518.0,79704.0,388500.0,3015250.0,103.29181818181819,,,2.48,,
343,1976-09-30,53.6,,,1481.0,7380.0,79892.0,407500.0,3070000.0,105.4533333333333,,-4.073,2.34,5965.265,2.2
344,1976-10-31,53.5,,,1425.0,7430.0,79911.0,409000.0,3093000.0,101.88523809523811,,,2.39,,
345,1976-11-30,51.7,,87.0,1531.0,7620.0,80240.0,389500.0,3055750.0,101.1935,,,2.34,,
346,1976-12-31,56.6,,,1511.0,7545.0,80448.0,373750.0,2923500.0,104.66090909090912,,-6.603,2.22,6008.504,2.9
347,1977-01-31,54.8,,,1466.0,7280.0,80690.0,401800.0,2827200.0,103.81333333333333,,,2.6,,
348,1977-02-28,55.0,,87.1,1560.0,7443.0,80988.0,450750.0,2849000.0,100.95578947368422,,,2.71,,
349,1977-03-31,58.4,,,1660.0,7307.0,81391.0,360250.0,2702750.0,100.5695652173913,,-21.079,2.77,6079.494,4.8
350,1977-04-30,56.9,,,1660.0,7059.0,81728.0,367400.0,2671200.0,99.05000000000001,,,2.64,,
351,1977-05-31,59.7,,90.2,1668.0,6911.0,82088.0,380250.0,2631250.0,98.76047619047618,,,2.11,,
352,1977-06-30,56.8,,,1752.0,7134.0,82488.0,361250.0,2619250.0,99.28590909090912,,-21.136,1.89,6197.686,8.0
353,1977-07-31,57.7,,,1687.0,6829.0,82834.0,361400.0,2583000.0,100.17842105263158,,,1.91,,
354,1977-08-31,54.9,,89.0,1780.0,6925.0,83075.0,367250.0,2610500.0,97.75,,,1.5,,
355,1977-09-30,53.9,,,1674.0,6751.0,83532.0,368750.0,2589500.0,96.23238095238094,,-20.579,1.2,6309.514,7.4
356,1977-10-31,55.4,,,1758.0,6763.0,83800.0,359000.0,2576200.0,93.73952380952379,,,1.05,,
357,1977-11-30,56.1,,84.4,1771.0,6815.0,84173.0,353500.0,2568500.0,94.28333333333333,,,1.07,,
358,1977-12-31,59.8,,,1754.0,6386.0,84410.0,359600.0,2507000.0,93.82047619047619,,-29.582,1.13,6309.652,0.0
359,1978-01-31,57.4,,83.7,1740.0,6489.0,84594.0,351000.0,2493500.0,90.24952380952381,,,1.26,,
360,1978-02-28,55.9,,84.3,1736.0,6318.0,84948.0,383250.0,2555500.0,88.97526315789473,,,1.25,,
361,1978-03-31,55.0,,78.8,1799.0,6337.0,85460.0,349000.0,2499750.0,88.81954545454546,,-38.681,1.25,6329.791,1.3
362,1978-04-30,57.7,,81.6,1948.0,6180.0,86162.0,326000.0,2349600.0,92.71049999999998,,,1.26,,
363,1978-05-31,60.2,,82.9,1766.0,6127.0,86509.0,327000.0,2231500.0,97.41227272727268,,,0.99,,
364,1978-06-30,60.5,,80.0,1983.0,6028.0,86950.0,324250.0,2221750.0,97.66181818181818,,-22.624,0.86,6574.39,16.4
365,1978-07-31,62.2,,82.4,1786.0,6309.0,87204.0,350200.0,2313200.0,97.19250000000001,,,0.83,,
366,1978-08-31,60.3,,78.4,1691.0,6080.0,87483.0,348750.0,2398000.0,103.92173913043477,,,0.37,,
367,1978-09-30,60.5,,80.4,1751.0,6125.0,87621.0,322600.0,2269800.0,103.85700000000001,,-23.76,-0.03,6640.497,4.1
368,1978-10-31,60.1,,79.3,1781.0,5947.0,87956.0,328250.0,2230500.0,100.58363636363637,,,-0.32,,
369,1978-11-30,61.3,,75.0,1795.0,6077.0,88391.0,330500.0,2223750.0,94.70952380952382,,,-0.95,,
370,1978-12-31,59.4,,66.1,1818.0,6228.0,88671.0,355600.0,2286600.0,96.10749999999999,,-16.4,-1.02,6729.755,5.5
371,1979-01-31,58.5,,72.1,1461.0,6109.0,88808.0,357500.0,2382500.0,99.70500000000001,,,-0.97,,
372,1979-02-28,58.2,,73.9,1492.0,6173.0,89055.0,358500.0,2414250.0,98.22947368421052,,,-0.96,,
373,1979-03-31,57.7,,68.4,1720.0,6109.0,89479.0,358000.0,2385800.0,100.11227272727274,,-18.159,-0.97,6741.854,0.7
374,1979-04-30,56.2,,66.0,1597.0,6069.0,89417.0,415500.0,2398500.0,102.066,,,-0.83,,
375,1979-05-31,54.4,,68.1,1684.0,5840.0,89789.0,348000.0,2259250.0,99.72772727272731,,,-0.99,,
376,1979-06-30,52.7,,65.8,1640.0,5959.0,90108.0,360000.0,2251600.0,101.72761904761903,,-22.189,-1.38,6749.063,0.4
377,1979-07-31,51.3,,60.4,1534.0,5996.0,90217.0,379250.0,2358500.0,102.71142857142856,,,-1.52,,
378,1979-08-31,49.5,,64.5,1591.0,6320.0,90300.0,393750.0,2458250.0,107.35608695652174,,,-1.91,,
379,1979-09-30,49.6,,66.7,1638.0,6190.0,90327.0,385800.0,2428200.0,108.59684210526316,,-23.029,-2.1,6799.2,3.0
380,1979-10-31,49.0,,62.1,1481.0,6296.0,90481.0,402250.0,2490000.0,104.47304347826088,,,-3.47,,
381,1979-11-30,48.0,,63.3,1276.0,6238.0,90573.0,413250.0,2602500.0,103.66380952380953,,,-2.53,,
382,1979-12-31,44.8,,61.0,1254.0,6325.0,90672.0,428200.0,2698800.0,107.77599999999998,,-26.802,-3.39,6816.203,1.0
383,1980-01-31,46.2,,67.0,1280.0,6683.0,90800.0,414250.0,2781750.0,110.8681818181818,,,-3.02,,
384,1980-02-29,50.2,,66.9,1199.0,6702.0,90883.0,418000.0,2868500.0,115.33899999999998,,,-1.72,,
385,1980-03-31,43.6,,56.5,988.0,6729.0,90994.0,433800.0,2881200.0,104.68619047619048,,-35.803,-4.44,6837.641,1.3
386,1980-04-30,37.4,,52.7,808.0,7358.0,90849.0,529750.0,3126500.0,102.96666666666667,,,-6.14,,
387,1980-05-31,29.4,,51.7,861.0,7984.0,90420.0,615800.0,3544800.0,107.69428571428568,,,-0.8,,
388,1980-06-30,30.3,,58.7,1118.0,8098.0,90101.0,607000.0,3832500.0,114.54666666666665,,-15.211,0.31,6696.753,-8.0
389,1980-07-31,35.0,,62.3,1259.0,8363.0,89840.0,559250.0,3845500.0,119.8327272727273,,,1.22,,
390,1980-08-31,45.5,,67.3,1367.0,8281.0,90099.0,528200.0,3805200.0,123.49666666666668,,,1.49,,
391,1980-09-30,50.1,,73.7,1484.0,8021.0,90213.0,482750.0,3693500.0,126.51190476190476,,5.471,0.64,6688.794,-0.5
392,1980-10-31,55.5,,75.0,1366.0,8088.0,90490.0,438000.0,3556250.0,130.22173913043477,,,-1.06,,
393,1980-11-30,58.2,,76.7,1383.0,8023.0,90747.0,412600.0,3300600.0,135.65444444444447,,,-3.17,,
394,1980-12-31,53.0,,64.5,1249.0,7718.0,90943.0,410000.0,3125500.0,133.48318181818183,,-6.682,-6.06,6813.535,7.7
395,1981-01-31,49.2,,71.4,1221.0,8071.0,91033.0,413000.0,3038200.0,132.9657142857143,,,-6.51,,
396,1981-02-28,48.8,,66.9,1199.0,8051.0,91105.0,428750.0,2978000.0,128.39526315789473,,,-2.74,,
397,1981-03-31,49.6,,66.5,1183.0,7982.0,91210.0,407500.0,2899250.0,133.18500000000003,,-14.259,-1.58,6947.042,8.1
398,1981-04-30,51.6,,72.4,1190.0,7869.0,91283.0,410250.0,2857000.0,134.42761904761906,,,-2.04,,
399,1981-05-31,53.5,,76.3,1173.0,8174.0,91296.0,416400.0,2904000.0,131.727,,,-4.42,,
400,1981-06-30,50.7,,73.1,976.0,8098.0,91490.0,433000.0,2903250.0,132.27772727272725,,-13.508,-5.63,6895.559,-2.9
401,1981-07-31,46.7,,74.1,935.0,7863.0,91601.0,430750.0,2883000.0,129.12772727272724,,,-4.76,,
402,1981-08-31,48.3,,77.2,889.0,8036.0,91565.0,450200.0,2948400.0,129.62952380952382,,,-2.88,,
403,1981-09-30,42.5,,73.1,847.0,8230.0,91477.0,473250.0,3013000.0,118.26952380952382,,-7.561,-0.55,6978.135,4.9
404,1981-10-31,40.0,,70.3,731.0,8646.0,91380.0,492800.0,3127000.0,119.79772727272726,,,0.07,,
405,1981-11-30,36.1,,62.5,748.0,9029.0,91171.0,511750.0,3337250.0,122.91950000000001,,,0.08,,
406,1981-12-31,37.8,,64.3,796.0,9267.0,90895.0,551000.0,3525250.0,123.79409090909093,,-14.75,1.35,6902.105,-4.3
407,1982-01-31,38.2,,71.0,794.0,9397.0,90565.0,535200.0,3533600.0,117.27650000000001,,,1.37,,
408,1982-02-28,38.3,,66.5,808.0,9705.0,90563.0,533750.0,3555500.0,114.49526315789473,,,-0.35,,
409,1982-03-31,36.8,,62.0,891.0,9895.0,90434.0,556500.0,3655500.0,110.84217391304347,,-16.276,-0.82,6794.878,-6.1
410,1982-04-30,37.8,,65.5,888.0,10244.0,90150.0,587000.0,3864500.0,116.30714285714286,,,-1.07,,
411,1982-05-31,35.5,,67.5,953.0,10335.0,90107.0,583800.0,3991800.0,116.353,,,-0.83,,
412,1982-06-30,38.3,,65.7,913.0,10538.0,89865.0,599500.0,4094250.0,109.69772727272729,,-4.386,0.15,6825.876,1.8
413,1982-07-31,38.4,,65.4,1044.0,10849.0,89521.0,576000.0,4101400.0,109.37666666666667,,,1.36,,
414,1982-08-31,38.3,,65.4,926.0,10881.0,89363.0,629500.0,4260250.0,109.65136363636363,,,2.94,,
415,1982-09-30,38.8,,69.3,1042.0,11217.0,89183.0,660750.0,4452750.0,122.43333333333332,,-29.647,2.03,6799.781,-1.5
416,1982-10-31,39.4,,73.4,1149.0,11529.0,88907.0,652400.0,4639600.0,132.66047619047617,,,1.2,,
417,1982-11-30,39.2,,72.1,1229.0,11938.0,88786.0,594250.0,4601000.0,138.10095238095238,,,1.35,,
418,1982-12-31,42.8,,71.9,1351.0,12051.0,88771.0,523750.0,4400000.0,139.36590909090907,,-29.587,1.59,6802.497,0.2
419,1983-01-31,46.0,,70.4,1426.0,11534.0,88990.0,501000.0,3919000.0,144.2671428571429,,,1.78,,
420,1983-02-28,54.4,,74.6,1471.0,11545.0,88917.0,488750.0,3859250.0,146.79684210526315,,,2.21,,
421,1983-03-31,53.9,,80.8,1475.0,11408.0,89090.0,480250.0,3767500.0,151.8765217391304,,-24.548,1.74,6892.144,5.4
422,1983-04-30,54.2,,89.1,1566.0,11268.0,89364.0,496000.0,3760200.0,157.712,,,1.6,,
423,1983-05-31,56.1,,93.3,1669.0,11154.0,89644.0,468000.0,3624250.0,164.09714285714284,,,1.75,,
424,1983-06-30,57.5,,92.2,1769.0,11246.0,90021.0,444250.0,3455500.0,166.36909090909091,,-45.434,1.87,7048.982,9.4
425,1983-07-31,63.6,,92.8,1795.0,10548.0,90437.0,408000.0,3189600.0,166.95100000000002,,,2.01,,
426,1983-08-31,63.1,,90.9,1713.0,10623.0,90129.0,435750.0,3105750.0,162.41782608695655,,,2.29,,
427,1983-09-30,62.5,,89.9,1585.0,10282.0,91247.0,408750.0,3007000.0,167.16047619047617,,-65.2,2.2,7189.896,8.2
428,1983-10-31,64.4,,89.3,1716.0,9887.0,91520.0,402200.0,2902800.0,167.65428571428572,,,2.06,,
429,1983-11-30,66.0,,91.1,1668.0,9499.0,91875.0,392500.0,2787750.0,165.2309523809524,,,2.35,,
430,1983-12-31,69.9,,94.2,1627.0,9331.0,92230.0,368800.0,2712200.0,164.37142857142857,,-71.385,2.36,7339.893,8.6
431,1984-01-31,60.5,,100.1,1816.0,9008.0,92673.0,351000.0,2549250.0,166.3928571428571,,,2.11,,
432,1984-02-29,61.3,,97.4,1987.0,8791.0,93157.0,339250.0,2469500.0,157.25050000000002,,,2.25,,
433,1984-03-31,58.9,,101.0,1725.0,8746.0,93429.0,345800.0,2424400.0,157.43863636363636,,-95.004,2.41,7483.371,8.1
434,1984-04-30,61.0,,96.1,1776.0,8762.0,93792.0,369250.0,2422250.0,157.60150000000004,,,2.34,,
435,1984-05-31,58.6,,98.1,1741.0,8456.0,94098.0,360250.0,2385000.0,156.55090909090913,,,3.09,,
436,1984-06-30,58.1,,95.5,1814.0,8226.0,94479.0,361400.0,2360400.0,153.12476190476187,,-104.301,2.5,7612.668,7.1
437,1984-07-31,56.1,,96.6,1605.0,8537.0,94789.0,360500.0,2353000.0,151.07809523809524,,,2.13,,
438,1984-08-31,53.0,,99.1,1530.0,8519.0,95032.0,389500.0,2385750.0,164.4208695652174,,,1.08,,
439,1984-09-30,50.0,,100.9,1523.0,8367.0,95344.0,395400.0,2434800.0,166.11263157894737,,-103.847,1.22,7686.059,3.9
440,1984-10-31,50.8,,96.3,1490.0,8381.0,95629.0,419250.0,2524000.0,164.81869565217394,,,2.17,,
441,1984-11-30,50.3,,95.7,1643.0,8198.0,95982.0,407000.0,2584250.0,166.27190476190475,,,2.14,,
442,1984-12-31,50.6,,92.9,1626.0,8358.0,96107.0,385600.0,2547000.0,164.47999999999996,,-107.756,3.12,7749.151,3.3
443,1985-01-31,50.3,,96.0,1660.0,8423.0,96372.0,370750.0,2552250.0,171.61272727272728,,,3.03,,
444,1985-02-28,49.9,,93.7,1662.0,8321.0,96503.0,391750.0,2623500.0,180.88473684210527,,,3.01,,
445,1985-03-31,47.8,,93.7,1727.0,8339.0,96842.0,380800.0,2564400.0,179.41999999999996,,-91.298,3.28,7824.247,3.9
446,1985-04-30,48.2,,94.6,1664.0,8395.0,97038.0,398250.0,2578750.0,180.6185714285714,,,3.16,,
447,1985-05-31,47.1,,91.8,1709.0,8302.0,97312.0,392750.0,2560750.0,184.8990909090909,,,2.88,,
448,1985-06-30,47.8,,96.5,1716.0,8460.0,97459.0,392400.0,2551800.0,188.88600000000002,,-114.445,2.63,7893.136,3.6
449,1985-07-31,47.9,,94.0,1697.0,8513.0,97648.0,378250.0,2542500.0,192.54454545454544,,,2.43,,
450,1985-08-31,47.7,,92.4,1808.0,8196.0,97840.0,404400.0,2562600.0,188.3063636363636,,,2.43,,
451,1985-09-30,49.9,,92.1,1916.0,8248.0,98045.0,408500.0,2580500.0,184.20578947368423,,-116.895,2.45,8013.674,6.2
452,1985-10-31,50.9,,88.4,1743.0,8298.0,98233.0,405750.0,2631750.0,186.18043478260867,,,2.25,,
453,1985-11-30,52.0,,90.9,1692.0,8128.0,98443.0,393400.0,2625200.0,197.44549999999998,,,1.73,,
454,1985-12-31,50.7,,93.9,1794.0,8138.0,98609.0,385250.0,2643750.0,207.25761904761904,,-133.434,0.99,8073.239,3.0
455,1986-01-31,51.2,,95.6,1847.0,7795.0,98732.0,366750.0,2604000.0,208.19409090909087,,,1.05,,
456,1986-02-28,51.0,,95.9,1767.0,8402.0,98847.0,369500.0,2568500.0,219.3652631578947,,,0.84,,
457,1986-03-31,51.0,,95.1,1780.0,8383.0,98934.0,381200.0,2593600.0,232.327,,-126.014,0.3,8148.603,3.8
458,1986-04-30,49.7,,96.2,1858.0,8364.0,99121.0,385750.0,2608750.0,237.9677272727273,,,0.31,,
459,1986-05-31,53.4,,94.8,1797.0,8439.0,99248.0,386000.0,2671000.0,238.4590476190476,,,0.86,,
460,1986-06-30,50.5,,99.3,1790.0,8508.0,99155.0,370500.0,2635000.0,245.2957142857143,,-128.872,0.88,8185.303,1.8
461,1986-07-31,48.0,,97.7,1780.0,8319.0,99473.0,362000.0,2608000.0,240.18000000000004,,,0.74,,
462,1986-08-31,52.6,,94.9,1726.0,8135.0,99588.0,407400.0,2655600.0,245.00095238095244,,,1.0,,
463,1986-09-30,52.4,,91.9,1686.0,8310.0,99934.0,395500.0,2707000.0,238.26904761904757,,-138.961,1.56,8263.639,3.9
464,1986-10-31,51.2,,95.6,1675.0,8243.0,100121.0,383250.0,2718750.0,237.35608695652175,,,1.58,,
465,1986-11-30,51.2,,91.4,1644.0,8159.0,100308.0,363200.0,2630800.0,245.0926315789474,,,1.21,,
466,1986-12-31,50.5,,89.1,1903.0,7883.0,100509.0,358250.0,2571250.0,248.60545454545453,,-133.629,0.2,8308.021,2.2
467,1987-01-31,54.9,,90.4,1690.0,7892.0,100678.0,345600.0,2512400.0,264.51095238095235,,,0.65,,
468,1987-02-28,52.6,,90.2,1689.0,7865.0,100919.0,348750.0,2472000.0,280.9342105263158,,,1.15,,
469,1987-03-31,55.0,,90.8,1704.0,7862.0,101164.0,333250.0,2429250.0,292.4713636363636,,-141.234,1.12,8369.93,3.0
470,1987-04-30,55.5,,92.8,1601.0,7542.0,101499.0,336250.0,2411000.0,289.3219047619047,,,1.65,,
471,1987-05-31,57.2,,91.1,1500.0,7574.0,101728.0,331000.0,2324000.0,289.1155,,,1.76,,
472,1987-06-30,57.4,,91.5,1522.0,7398.0,101900.0,322250.0,2279000.0,301.3840909090909,,-146.977,1.67,8460.233,4.4
473,1987-07-31,57.5,,93.7,1516.0,7268.0,102247.0,319250.0,2196500.0,310.0872727272727,,,1.87,,
474,1987-08-31,59.3,,94.4,1511.0,7261.0,102420.0,325600.0,2211600.0,329.3580952380952,,,2.03,,
475,1987-09-30,60.0,,93.6,1514.0,7102.0,102647.0,309750.0,2196750.0,318.6609523809523,,-145.464,2.2,8533.635,3.5
476,1987-10-31,60.7,,89.3,1447.0,7227.0,103138.0,300000.0,2046800.0,280.16409090909093,,,2.23,,
477,1987-11-30,58.8,,83.1,1457.0,7035.0,103372.0,306750.0,2082250.0,245.00850000000005,,,2.17,,
478,1987-12-31,61.0,,86.8,1345.0,6936.0,103661.0,318750.0,2115500.0,240.95590909090905,,-145.405,2.22,8680.162,7.0
479,1988-01-31,57.5,,90.8,1244.0,6953.0,103753.0,335600.0,2188000.0,250.47650000000004,,,1.84,,
480,1988-02-29,56.2,,91.6,1438.0,6929.0,104214.0,318750.0,2141500.0,258.12800000000004,,,1.63,,
481,1988-03-31,54.6,,94.6,1525.0,6876.0,104489.0,305500.0,2112000.0,265.73739130434785,,-123.987,1.79,8725.006,2.1
482,1988-04-30,55.8,,91.2,1429.0,6601.0,104732.0,312200.0,2081200.0,262.6155,,,1.85,,
483,1988-05-31,55.5,,94.8,1444.0,6779.0,104962.0,313750.0,2067750.0,256.12380952380954,,,2.0,,
484,1988-06-30,59.3,,94.7,1485.0,6546.0,105326.0,308250.0,2043000.0,270.6827272727273,,-106.627,1.41,8839.641,5.4
485,1988-07-31,58.2,,93.4,1439.0,6605.0,105550.0,321600.0,2065200.0,269.0495000000001,,,1.31,,
486,1988-08-31,56.0,,97.4,1460.0,6843.0,105674.0,314750.0,2088000.0,263.7265217391305,,,1.25,,
487,1988-09-30,54.5,,97.3,1436.0,6604.0,106013.0,304500.0,2075750.0,267.96999999999997,,-99.263,0.79,8891.435,2.4
488,1988-10-31,55.4,,94.1,1516.0,6568.0,106276.0,291400.0,2015600.0,277.3957142857143,,,0.5,,
489,1988-11-30,55.6,,93.0,1508.0,6537.0,106617.0,290500.0,1978250.0,271.0242857142857,,,0.61,,
490,1988-12-31,56.0,,91.9,1501.0,6518.0,106898.0,293200.0,2045200.0,276.5147619047619,,-107.694,0.35,9009.913,5.4
491,1989-01-31,54.7,,97.9,1466.0,6682.0,107161.0,289750.0,2061000.0,285.4138095238095,,,-0.03,,
492,1989-02-28,54.1,,95.4,1383.0,6359.0,107427.0,303750.0,2113750.0,294.01105263157893,,,-0.19,,
493,1989-03-31,51.5,,94.3,1214.0,6205.0,107621.0,322000.0,2131500.0,292.7131818181818,,-100.965,-0.49,9101.508,4.1
494,1989-04-30,52.2,,91.5,1376.0,6468.0,107791.0,311800.0,2098800.0,302.251,,,-0.66,,
495,1989-05-31,49.3,,90.7,1381.0,6375.0,107913.0,324500.0,2093500.0,313.93000000000006,,,-0.95,,
496,1989-06-30,47.3,,90.6,1322.0,6577.0,108027.0,333000.0,2122750.0,323.7277272727273,,-88.16,-1.25,9170.977,3.1
497,1989-07-31,45.9,,92.0,1283.0,6495.0,108069.0,341600.0,2179400.0,331.9265,,,-1.22,,
498,1989-08-31,45.1,,89.6,1334.0,6511.0,108120.0,334500.0,2207250.0,346.60782608695655,,,-0.88,,
499,1989-09-30,46.0,,95.8,1314.0,6590.0,108369.0,336000.0,2208800.0,347.3295,,-75.075,-0.83,9238.923,3.0
500,1989-10-31,46.8,,93.9,1365.0,6630.0,108476.0,363250.0,2281000.0,347.39727272727276,,,-0.83,,
501,1989-11-30,46.8,,90.9,1344.0,6725.0,108752.0,336750.0,2285000.0,340.2190476190476,,,-0.68,,
502,1989-12-31,47.4,,90.5,1422.0,6667.0,108836.0,355200.0,2285000.0,348.572,,-82.765,-0.61,9257.128,0.8
503,1990-01-31,47.2,,93.0,1748.0,6752.0,109199.0,361000.0,2354750.0,339.97181818181815,,,-0.02,,
504,1990-02-28,49.1,,89.5,1329.0,6651.0,109435.0,358250.0,2354000.0,330.4526315789473,23.262631578947367,,0.23,,
505,1990-03-31,49.9,,91.3,1246.0,6598.0,109644.0,345200.0,2363800.0,338.4649999999999,20.062272727272724,-88.536,0.31,9358.289,4.4
506,1990-04-30,50.0,,93.9,1136.0,6797.0,109686.0,361750.0,2380250.0,338.178,21.4035,,0.53,,
507,1990-05-31,49.5,,90.6,1067.0,6742.0,109839.0,355250.0,2390000.0,350.25,18.097727272727273,,0.58,,
508,1990-06-30,49.2,,88.3,1108.0,6590.0,109856.0,362400.0,2423800.0,360.38666666666677,16.822380952380954,-68.833,0.19,9392.251,1.5
509,1990-07-31,46.6,,88.2,1078.0,6922.0,109824.0,367000.0,2471750.0,360.0309523809524,18.392857142857146,,0.32,,
510,1990-08-31,46.1,,76.4,1069.0,7188.0,109616.0,384250.0,2509250.0,330.74652173913046,28.17521739130435,,0.62,,
511,1990-09-30,44.5,,72.8,976.0,7368.0,109518.0,394000.0,2595400.0,315.4068421052632,29.107368421052637,-74.953,0.69,9398.499,0.3
512,1990-10-31,43.2,,63.9,925.0,7459.0,109367.0,425250.0,2720750.0,307.1247826086957,29.62565217391304,,0.61,,
513,1990-11-30,41.3,,66.0,941.0,7764.0,109214.0,446750.0,2888250.0,315.29095238095243,24.885714285714283,,0.58,,
514,1990-12-31,40.8,,65.5,861.0,7901.0,109166.0,455000.0,2968200.0,328.7495,23.363000000000003,-79.096,0.77,9312.937,-3.6
515,1991-01-31,39.2,,66.8,786.0,8015.0,109055.0,439750.0,3088000.0,325.4854545454545,27.429090909090903,,1.18,,
516,1991-02-28,39.4,,70.4,853.0,8265.0,108734.0,484000.0,3262750.0,362.2631578947368,21.59842105263158,,1.6,,
517,1991-03-31,40.7,,87.7,911.0,8586.0,108574.0,498600.0,3419000.0,372.279,17.9185,-47.14,1.99,9269.367,-1.9
518,1991-04-30,42.8,,81.8,916.0,8439.0,108364.0,467250.0,3483250.0,379.6786363636364,17.37272727272727,,2.13,,
519,1991-05-31,44.5,,78.3,991.0,8736.0,108249.0,447000.0,3486750.0,377.9922727272726,16.93227272727273,,2.29,,
520,1991-06-30,50.3,,82.1,964.0,8692.0,108334.0,428600.0,3426800.0,378.293,17.135000000000005,-23.188,2.38,9341.642,3.2
521,1991-07-31,50.6,,82.9,973.0,8586.0,108292.0,418250.0,3307500.0,380.22681818181826,17.29409090909091,,2.45,,
522,1991-08-31,52.9,,82.0,944.0,8666.0,108310.0,431600.0,3291800.0,389.40318181818196,15.681363636363635,,2.24,,
523,1991-09-30,54.9,,83.0,974.0,8722.0,108336.0,424500.0,3296250.0,387.1985,16.956500000000005,-21.074,2.2,9388.845,2.0
524,1991-10-31,53.1,,78.3,991.0,8842.0,108357.0,422750.0,3311000.0,386.88347826086954,16.36391304347826,,2.32,,
525,1991-11-30,49.5,,69.1,984.0,8931.0,108296.0,445400.0,3310600.0,385.9195000000001,17.773500000000002,,2.61,,
526,1991-12-31,46.8,,68.2,1061.0,9198.0,108328.0,456750.0,3349250.0,388.5104761904762,18.347619047619048,-23.053,2.66,9421.565,1.4
527,1992-01-31,47.3,,67.5,1077.0,9283.0,108369.0,439000.0,3353250.0,416.075,17.68318181818182,,3.0,,
528,1992-02-29,52.7,,68.8,1146.0,9454.0,108311.0,442200.0,3314600.0,412.55578947368423,17.47736842105263,,3.28,,
529,1992-03-31,54.6,,76.0,1082.0,9460.0,108365.0,429500.0,3312000.0,407.3645454545454,17.520454545454548,-20.536,3.56,9534.346,4.9
530,1992-04-30,52.6,,77.2,1054.0,9415.0,108519.0,418250.0,3343750.0,407.4071428571429,16.562857142857144,,3.75,,
531,1992-05-31,55.7,,79.2,1056.0,9744.0,108649.0,417400.0,3344800.0,414.81450000000007,15.076999999999998,,3.57,,
532,1992-06-30,53.6,,80.4,1057.0,10040.0,108715.0,418750.0,3289750.0,408.27454545454543,15.203181818181816,-32.788,3.5,9637.732,4.4
533,1992-07-31,53.9,,76.6,1089.0,9850.0,108793.0,442750.0,3217750.0,415.0513636363636,13.601818181818182,,3.59,,
534,1992-08-31,53.4,,76.1,1075.0,9787.0,108925.0,407200.0,3250200.0,417.92714285714294,14.421904761904763,,3.29,,
535,1992-09-30,49.7,,75.6,1114.0,9781.0,108959.0,417000.0,3204250.0,418.4771428571429,13.696666666666669,-38.488,3.2,9732.979,4.0
536,1992-10-31,50.3,,73.3,1132.0,9398.0,109139.0,377800.0,3062400.0,412.50272727272727,17.63681818181818,,3.49,,
537,1992-11-30,53.6,,85.3,1118.0,9565.0,109272.0,362250.0,2949000.0,422.84399999999994,14.4245,,3.78,,
538,1992-12-31,54.2,,91.0,1176.0,9557.0,109495.0,339000.0,2823750.0,435.6395454545454,12.191363636363638,-47.14,3.85,9834.51,4.2
539,1993-01-31,55.8,,89.3,1177.0,9325.0,109794.0,345600.0,2713000.0,435.229,12.408999999999999,,3.58,,
540,1993-02-28,55.2,,86.6,1148.0,9183.0,110044.0,338250.0,2641000.0,441.70368421052626,13.72157894736842,,3.23,,
541,1993-03-31,53.5,,85.9,1056.0,9056.0,109994.0,351000.0,2687500.0,450.1552173913044,13.606086956521736,-55.704,2.91,9850.973,0.7
542,1993-04-30,50.2,,85.6,1104.0,9110.0,110296.0,354750.0,2775500.0,443.077619047619,12.840952380952384,,3.01,,
543,1993-05-31,51.2,,80.3,1112.0,9149.0,110568.0,343600.0,2778400.0,445.2465,13.606,,3.04,,
544,1993-06-30,49.6,,81.5,1130.0,9121.0,110749.0,342750.0,2812000.0,448.05954545454557,12.52409090909091,-63.187,2.92,9908.347,2.3
545,1993-07-31,50.2,,77.0,1174.0,8930.0,111055.0,350800.0,2782800.0,447.2861904761905,11.50047619047619,,2.75,,
546,1993-08-31,50.7,,77.3,1230.0,8763.0,111206.0,341000.0,2803250.0,454.1277272727273,11.928636363636365,,2.65,,
547,1993-09-30,50.8,,77.9,1251.0,8714.0,111448.0,339000.0,2826000.0,459.23523809523823,12.931428571428574,-68.354,2.27,9955.641,1.9
548,1993-10-31,53.4,,82.7,1287.0,8750.0,111733.0,349800.0,2825000.0,463.9,11.875238095238094,,2.34,,
549,1993-11-30,53.8,,81.2,1357.0,8542.0,111984.0,341000.0,2800750.0,462.89047619047625,14.083809523809524,,2.7,,
550,1993-12-31,55.6,,88.2,1461.0,8477.0,112314.0,323000.0,2762250.0,465.9454545454546,11.356363636363637,-73.449,2.81,10091.049,5.6
551,1994-01-31,56.0,,94.3,1390.0,8630.0,112595.0,359200.0,2709600.0,472.99285714285725,11.29047619047619,,2.7,,
552,1994-02-28,56.5,,93.2,1269.0,8583.0,112781.0,348500.0,2792500.0,471.5799999999999,13.64421052631579,,2.72,,
