,Date,PMI,NMI,Consumer_sen,building_permits,Unemployment,Non_Farm,Initial_Claims,Continuing_Claims,SnP500,VIX,Net_Export,int_spread,Real_GDP
274,2016-12-31,53.333333333333336,55.800000000000004,93.06666666666666,1252.6666666666667,7603.333333333333,145238.33333333334,252071.42857142858,2060785.7142857143,2184.8785714285714,14.097936507936511,-557.957,1.68,17824.231
275,2017-03-31,56.73333333333333,56.5,97.23333333333335,1281.3333333333333,7335.0,145795.33333333334,245416.66666666666,2016916.6666666667,2325.927903225807,11.691935483870967,-570.922,1.7433333333333334,17925.256
276,2017-06-30,55.833333333333336,57.20000000000001,96.36666666666667,1263.3333333333333,7025.666666666667,146316.33333333334,240769.23076923078,1961307.6923076923,2397.9709523809524,11.426349206349204,-583.726,1.3133333333333332,18021.048
277,2017-09-30,58.666666666666664,56.300000000000004,95.09999999999998,1277.0,6935.0,146855.66666666666,252642.85714285713,1955285.7142857143,2467.174603174603,10.944285714285712,-550.586,1.0899999999999999,18163.558
278,2017-12-31,58.666666666666664,57.699999999999996,98.36666666666667,1316.6666666666667,6619.0,147389.33333333334,238307.6923076923,1913384.6153846155,2603.277301587302,10.307936507936502,-596.11,1.1666666666666667,18322.464
279,2018-03-31,59.70000000000001,59.4,98.93333333333334,1370.6666666666667,6572.0,148001.33333333334,226769.23076923078,1863538.4615384615,2733.476721311476,17.354754098360658,-628.967,1.3133333333333332,18438.254
280,2018-06-30,58.86666666666667,58.166666666666664,98.33333333333333,1344.6666666666667,6382.0,148649.33333333334,221538.46153846153,1762307.6923076923,2703.131250000001,15.337499999999999,-568.391,1.1833333333333333,18598.135
281,2018-09-30,59.56666666666666,58.43333333333334,98.06666666666668,1293.0,6130.666666666667,149213.33333333334,214538.46153846153,1716923.076923077,2849.6014285714296,12.856825396825391,-671.353,1.0033333333333332,18732.72
282,2018-12-31,56.86666666666667,59.46666666666667,98.13333333333333,1306.6666666666667,6147.666666666667,149699.0,219153.84615384616,1679307.6923076923,2698.9268253968253,21.053650793650796,-684.148,0.8133333333333334,18783.548
283,2019-03-31,55.1,57.5,94.46666666666665,1316.0,6297.0,150183.66666666666,220769.23076923078,1723384.6153846155,2721.0044262295087,16.47,-633.848,0.25333333333333335,18927.281
284,2019-06-30,52.43333333333333,55.833333333333336,98.46666666666665,1313.6666666666667,5924.333333333333,150609.33333333334,218461.53846153847,1685230.7692307692,2882.3277777777785,15.183015873015874,-662.66,-0.06333333333333334,19021.86
285,2019-09-30,49.43333333333334,54.4,93.8,1424.6666666666667,5926.333333333333,151160.33333333334,214461.53846153847,1688461.5384615385,2957.8364062500004,15.960156250000002,-653.032,-0.39333333333333337,19121.112
286,2019-12-31,48.133333333333326,54.4,97.2,1490.0,5807.0,151788.33333333334,218307.6923076923,1706153.8461538462,3082.7556250000002,13.985781249999997,-577.867,0.15,19221.97
287,2020-03-31,50.03333333333333,55.1,96.63333333333333,1443.3333333333333,6273.0,151921.66666666666,967307.6923076923,2266230.769230769,3055.869193548387,31.224516129032253,-526.154,0.12333333333333334,18974.702
288,2020-06-30,42.3,43.599999999999994,71.8,1143.0,22031.5,131657.5,3233090.909090909,19884000.0,2916.98649122807,34.71456140350877,,0.615,
